pt,sp,ib,hi,eo,es,vg,z ,cf,gx,sm,nk,tp,xp,ux,ty,fv,tu,cn,rx,oe,du,g ,ik,oat,jb,ed,er,l ,ba,xm,ym,cl,co,ng,qs,ho,xbw,w ,c ,s ,kw,sm,bo,ct,cc,kc,sb,lh,lc,hg,gc,si,pl,pa,o ,mw,rr,fc,la,ln,lx,ll,lp,jo,ec,cd,ad,jy,sf,bp,nv,se,no,br,ra,ru,pe,dx
PTU18 Index,SPH01 Index,IBM98 Index,HIN98 Index,EOJ95 Index,ESM16 Index,VGM17 Index,Z Z06 Index,CFH95 Index,GXU09 Index,SMF98 Index,NKU07 Index,TPH09 Index,XPM12 Index,UXZ10 Index,TYH01 Comdty,FVH07 Comdty,TUM09 Comdty,CNU08 Comdty,RXU09 Comdty,OEU10 Comdty,DUH16 Comdty,G Z01 Comdty,,,JBU04 Comdty,EDH99 Comdty,ERJ05 Comdty,L Z01 Comdty,BAZ01 Comdty,XMU06 Comdty,YMH08 Comdty,CLU89 Comdty,COZ94 Comdty,NGU96 Comdty,QSX95 Comdty,HOV92 Comdty,XBWJ93 Comdty,W N74 Comdty,C U74 Comdty,S U70 Comdty,KWH85 Comdty,SMN69 Comdty,BOK69 Comdty,CTV75 Comdty,CCH75 Comdty,KCH87 Comdty,SBK76 Comdty,LHV97 Comdty,LCV77 Comdty,HGJ95 Comdty,GCJ81 Comdty,SIJ81 Comdty,PLQ94 Comdty,PAV94 Comdty,O Z74 Comdty,MWZ84 Comdty,RRF02 Comdty,FCH82 Comdty,LAX03 Comdty,LNX03 Comdty,LXX03 Comdty,LLJ04 Comdty,LPV03 Comdty,JOF80 Comdty,ECM17 Curncy,CDZ05 Curncy,ADZ05 Curncy,JYZ05 Curncy,SFZ05 Curncy,BPZ05 Curncy,NVH16 Curncy,SEH1 Curncy,NOH1 Curncy,BRH02 Curncy,RAU03 Curncy,RUZ12 Curncy,PEJ05 Curncy,DXZ05 Curncy
PTZ8 Index,SPM01 Index,IBN98 Index,HIQ98 Index,EOK95 Index,ESU16 Index,VGU17 Index,Z H07 Index,CFJ95 Index,GXZ09 Index,SMG98 Index,NKZ07 Index,TPM09 Index,XPN12 Index,UXF11 Index,TYM01 Comdty,FVM07 Comdty,TUU09 Comdty,CNZ08 Comdty,RXZ09 Comdty,OEZ10 Comdty,DUM16 Comdty,G H02 Comdty,,,JBZ04 Comdty,EDJ99 Comdty,ERK05 Comdty,L F02 Comdty,BAF02 Comdty,XMZ06 Comdty,YMM08 Comdty,CLV89 Comdty,COF95 Comdty,NGV96 Comdty,QSZ95 Comdty,HOX92 Comdty,XBWK93 Comdty,W U74 Comdty,C Z74 Comdty,S X70 Comdty,KWK85 Comdty,SMQ69 Comdty,BON69 Comdty,CTZ75 Comdty,CCK75 Comdty,KCK87 Comdty,SBN76 Comdty,LHZ97 Comdty,LCZ77 Comdty,HGK95 Comdty,GCK81 Comdty,SIK81 Comdty,PLU94 Comdty,PAX94 Comdty,O H75 Comdty,MWH85 Comdty,RRH02 Comdty,FCJ82 Comdty,LAZ03 Comdty,LNZ03 Comdty,LXZ03 Comdty,LLK04 Comdty,LPX03 Comdty,JOH80 Comdty,ECN17 Curncy,CDH06 Curncy,ADH06 Curncy,JYH06 Curncy,SFH06 Curncy,BPH06 Curncy,NVM16 Curncy,,,BRJ02 Curncy,RAV03 Curncy,RUF13 Curncy,PEK05 Curncy,DXH06 Curncy
PTH9 Index,SPU01 Index,IBQ98 Index,HIU98 Index,EOM95 Index,ESZ16 Index,VGZ17 Index,Z M07 Index,CFK95 Index,GXH10 Index,SMH98 Index,NKH08 Index,TPU09 Index,XPQ12 Index,UXG11 Index,TYU01 Comdty,FVU07 Comdty,TUZ09 Comdty,CNH09 Comdty,RXH10 Comdty,OEH11 Comdty,DUU16 Comdty,G M02 Comdty,,,JBH05 Comdty,EDK99 Comdty,ERM05 Comdty,L G02 Comdty,BAG02 Comdty,XMH07 Comdty,YMU08 Comdty,CLX89 Comdty,COG95 Comdty,NGX96 Comdty,QSF96 Comdty,HOZ92 Comdty,XBWM93 Comdty,W Z74 Comdty,C H75 Comdty,S F71 Comdty,KWN85 Comdty,SMU69 Comdty,BOQ69 Comdty,CTH76 Comdty,CCN75 Comdty,KCN87 Comdty,SBU76 Comdty,LHG98 Comdty,LCF78 Comdty,HGM95 Comdty,GCM81 Comdty,SIM81 Comdty,PLV94 Comdty,PAZ94 Comdty,O K75 Comdty,MWK85 Comdty,RRK02 Comdty,FCK82 Comdty,LAF04 Comdty,LNF04 Comdty,LXF04 Comdty,LLM04 Comdty,LPZ03 Comdty,JOK80 Comdty,ECQ17 Curncy,CDM06 Curncy,ADM06 Curncy,JYM06 Curncy,SFM06 Curncy,BPM06 Curncy,NVU16 Curncy,,,BRK02 Curncy,RAX03 Curncy,RUG13 Curncy,PEM05 Curncy,DXM06 Curncy
PTM9 Index,SPZ01 Index,IBU98 Index,HIV98 Index,EON95 Index,ESH17 Index,VGH18 Index,Z U07 Index,CFM95 Index,GXM10 Index,SMJ98 Index,NKM08 Index,TPZ09 Index,XPU12 Index,UXH11 Index,TYZ01 Comdty,FVZ07 Comdty,TUH10 Comdty,CNM09 Comdty,RXM10 Comdty,OEM11 Comdty,DUZ16 Comdty,G U02 Comdty,,,JBM05 Comdty,EDM99 Comdty,ERN05 Comdty,L H02 Comdty,BAH02 Comdty,XMM07 Comdty,YMZ08 Comdty,CLZ89 Comdty,COH95 Comdty,NGZ96 Comdty,QSG96 Comdty,HOF93 Comdty,XBWN93 Comdty,W H75 Comdty,C K75 Comdty,S H71 Comdty,KWU85 Comdty,SMV69 Comdty,BOU69 Comdty,CTK76 Comdty,CCU75 Comdty,KCU87 Comdty,SBV76 Comdty,LHJ98 Comdty,LCG78 Comdty,HGN95 Comdty,GCN81 Comdty,SIN81 Comdty,PLX94 Comdty,PAH95 Comdty,O N75 Comdty,MWN85 Comdty,RRN02 Comdty,FCQ82 Comdty,LAG04 Comdty,LNG04 Comdty,LXG04 Comdty,LLN04 Comdty,LPF04 Comdty,JON80 Comdty,ECU17 Curncy,CDU06 Curncy,ADU06 Curncy,JYU06 Curncy,SFU06 Curncy,BPU06 Curncy,NVZ16 Curncy,,,BRM02 Curncy,RAZ03 Curncy,RUH13 Curncy,PEN05 Curncy,DXU06 Curncy
PTU9 Index,SPH02 Index,IBV98 Index,HIX98 Index,EOQ95 Index,ESM17 Index,VGM18 Index,Z Z07 Index,CFN95 Index,GXU10 Index,SMK98 Index,NKU08 Index,TPH10 Index,XPV12 Index,UXJ11 Index,TYH02 Comdty,FVH08 Comdty,TUM10 Comdty,CNU09 Comdty,RXU10 Comdty,OEU11 Comdty,DUH17 Comdty,G Z02 Comdty,,,JBU05 Comdty,EDN99 Comdty,ERQ05 Comdty,L J02 Comdty,BAJ02 Comdty,XMU07 Comdty,YMH09 Comdty,CLF90 Comdty,COJ95 Comdty,NGF97 Comdty,QSH96 Comdty,HOG93 Comdty,XBWQ93 Comdty,W K75 Comdty,C N75 Comdty,S K71 Comdty,KWZ85 Comdty,SMZ69 Comdty,BOV69 Comdty,CTN76 Comdty,CCZ75 Comdty,KCZ87 Comdty,SBF77 Comdty,LHM98 Comdty,LCJ78 Comdty,HGQ95 Comdty,GCQ81 Comdty,SIQ81 Comdty,PLZ94 Comdty,PAJ95 Comdty,O U75 Comdty,MWU85 Comdty,RRU02 Comdty,FCU82 Comdty,LAH04 Comdty,LNH04 Comdty,LXH04 Comdty,LLQ04 Comdty,LPG04 Comdty,JOU80 Comdty,ECV17 Curncy,CDZ06 Curncy,ADZ06 Curncy,JYZ06 Curncy,SFZ06 Curncy,BPZ06 Curncy,NVH17 Curncy,,,BRN02 Curncy,RAF04 Curncy,RUM13 Curncy,PEQ05 Curncy,DXZ06 Curncy
PTZ9 Index,SPM02 Index,IBX98 Index,HIZ98 Index,EOU95 Index,ESU17 Index,VGU18 Index,Z H08 Index,CFQ95 Index,GXZ10 Index,SMM98 Index,NKZ08 Index,TPM10 Index,XPX12 Index,UXK11 Index,TYM02 Comdty,FVM08 Comdty,TUU10 Comdty,CNZ09 Comdty,RXZ10 Comdty,OEZ11 Comdty,DUM17 Comdty,G H03 Comdty,,,JBZ05 Comdty,EDQ99 Comdty,ERU05 Comdty,L K02 Comdty,BAK02 Comdty,XMZ07 Comdty,YMM09 Comdty,CLG90 Comdty,COK95 Comdty,NGG97 Comdty,QSJ96 Comdty,HOH93 Comdty,XBWU93 Comdty,W N75 Comdty,C U75 Comdty,S N71 Comdty,KWH86 Comdty,SMF70 Comdty,BOZ69 Comdty,CTV76 Comdty,CCH76 Comdty,KCH88 Comdty,SBH77 Comdty,LHN98 Comdty,LCM78 Comdty,HGU95 Comdty,GCU81 Comdty,SIU81 Comdty,PLF95 Comdty,PAM95 Comdty,O Z75 Comdty,MWZ85 Comdty,RRX02 Comdty,FCV82 Comdty,LAJ04 Comdty,LNJ04 Comdty,LXJ04 Comdty,LLU04 Comdty,LPH04 Comdty,JOX80 Comdty,ECX17 Curncy,CDH07 Curncy,ADH07 Curncy,JYH07 Curncy,SFH07 Curncy,BPH07 Curncy,NVM17 Curncy,,,BRQ02 Curncy,RAG04 Curncy,RUQ13 Curncy,PEU05 Curncy,DXH07 Curncy
PTH0 Index,SPU02 Index,IBZ98 Index,HIF99 Index,EOV95 Index,ESZ17 Index,VGZ8 Index,Z M08 Index,CFU95 Index,GXH11 Index,SMN98 Index,NKH09 Index,TPU10 Index,XPZ12 Index,UXM11 Index,TYU02 Comdty,FVU08 Comdty,TUZ10 Comdty,CNH10 Comdty,RXH11 Comdty,OEH12 Comdty,DUU17 Comdty,G M03 Comdty,,,JBH06 Comdty,EDU99 Comdty,ERV05 Comdty,L M02 Comdty,BAM02 Comdty,XMH08 Comdty,YMU09 Comdty,CLH90 Comdty,COM95 Comdty,NGH97 Comdty,QSK96 Comdty,HOJ93 Comdty,XBWV93 Comdty,W U75 Comdty,C Z75 Comdty,S Q71 Comdty,KWK86 Comdty,SMH70 Comdty,BOF70 Comdty,CTZ76 Comdty,CCK76 Comdty,KCK88 Comdty,SBK77 Comdty,LHQ98 Comdty,LCQ78 Comdty,HGV95 Comdty,GCV81 Comdty,SIV81 Comdty,PLJ95 Comdty,PAQ95 Comdty,O H76 Comdty,MWH86 Comdty,RRF03 Comdty,FCX82 Comdty,LAK04 Comdty,LNK04 Comdty,LXK04 Comdty,LLV04 Comdty,LPJ04 Comdty,JOF81 Comdty,ECZ17 Curncy,CDM07 Curncy,ADM07 Curncy,JYM07 Curncy,SFM07 Curncy,BPM07 Curncy,NVU17 Curncy,,,BRU02 Curncy,RAH04 Curncy,RUU13 Curncy,PEV05 Curncy,DXM07 Curncy
PTM0 Index,SPZ02 Index,IBF99 Index,HIG99 Index,EOX95 Index,ESH18 Index,VGH9 Index,Z U08 Index,CFV95 Index,GXM11 Index,SMQ98 Index,NKM09 Index,TPZ10 Index,XPF13 Index,UXN11 Index,TYZ02 Comdty,FVZ08 Comdty,TUH11 Comdty,CNM10 Comdty,RXM11 Comdty,OEM12 Comdty,DUZ17 Comdty,G U03 Comdty,,,JBM06 Comdty,EDV99 Comdty,ERX05 Comdty,L N02 Comdty,BAN02 Comdty,XMM08 Comdty,YMZ09 Comdty,CLJ90 Comdty,CON95 Comdty,NGJ97 Comdty,QSM96 Comdty,HOK93 Comdty,XBWX93 Comdty,W Z75 Comdty,C H76 Comdty,S U71 Comdty,KWN86 Comdty,SMK70 Comdty,BOH70 Comdty,CTH77 Comdty,CCN76 Comdty,KCN88 Comdty,SBN77 Comdty,LHV98 Comdty,LCV78 Comdty,HGX95 Comdty,GCX81 Comdty,SIX81 Comdty,PLN95 Comdty,PAU95 Comdty,O K76 Comdty,MWK86 Comdty,RRH03 Comdty,FCF83 Comdty,LAM04 Comdty,LNM04 Comdty,LXM04 Comdty,LLX04 Comdty,LPK04 Comdty,JOH81 Comdty,ECF18 Curncy,CDU07 Curncy,ADU07 Curncy,JYU07 Curncy,SFU07 Curncy,BPU07 Curncy,NVZ17 Curncy,,,BRV02 Curncy,RAJ04 Curncy,RUV13 Curncy,PEX05 Curncy,DXU07 Curncy
PTU0 Index,SPH03 Index,IBG99 Index,HIH99 Index,EOZ95 Index,ESM18 Index,VGM9 Index,Z Z08 Index,CFX95 Index,GXU11 Index,SMU98 Index,NKU09 Index,TPH11 Index,XPG13 Index,UXQ11 Index,TYH03 Comdty,FVH09 Comdty,TUM11 Comdty,CNU10 Comdty,RXU11 Comdty,OEU12 Comdty,DUH18 Comdty,G Z03 Comdty,,,JBU06 Comdty,EDX99 Comdty,ERZ05 Comdty,L Q02 Comdty,BAQ02 Comdty,XMU08 Comdty,YMH10 Comdty,CLK90 Comdty,COQ95 Comdty,NGK97 Comdty,QSN96 Comdty,HOM93 Comdty,XBWZ93 Comdty,W H76 Comdty,C K76 Comdty,S X71 Comdty,KWU86 Comdty,SMN70 Comdty,BOK70 Comdty,CTK77 Comdty,CCU76 Comdty,KCU88 Comdty,SBU77 Comdty,LHZ98 Comdty,LCZ78 Comdty,HGZ95 Comdty,GCZ81 Comdty,SIZ81 Comdty,PLQ95 Comdty,PAV95 Comdty,O N76 Comdty,MWN86 Comdty,RRK03 Comdty,FCH83 Comdty,LAN04 Comdty,LNN04 Comdty,LXN04 Comdty,LLZ04 Comdty,LPM04 Comdty,JOK81 Comdty,ECG18 Curncy,CDZ07 Curncy,ADZ07 Curncy,JYZ07 Curncy,SFZ07 Curncy,BPZ07 Curncy,NVH18 Curncy,,,BRX02 Curncy,RAK04 Curncy,RUX13 Curncy,PEZ05 Curncy,DXZ07 Curncy
,SPM03 Index,IBH99 Index,HIJ99 Index,EOF96 Index,ESU18 Index,VGU9 Index,Z H09 Index,CFZ95 Index,GXZ11 Index,SMZ98 Index,NKZ09 Index,TPM11 Index,XPH13 Index,UXU11 Index,TYM03 Comdty,FVM09 Comdty,TUU11 Comdty,CNZ10 Comdty,RXZ11 Comdty,OEZ12 Comdty,DUM18 Comdty,G H04 Comdty,,,JBZ06 Comdty,EDZ99 Comdty,ERF06 Comdty,L U02 Comdty,BAU02 Comdty,XMZ08 Comdty,YMM10 Comdty,CLM90 Comdty,COU95 Comdty,NGM97 Comdty,QSQ96 Comdty,HON93 Comdty,XBWF94 Comdty,W K76 Comdty,C N76 Comdty,S F72 Comdty,KWZ86 Comdty,SMQ70 Comdty,BON70 Comdty,CTN77 Comdty,CCZ76 Comdty,KCZ88 Comdty,SBV77 Comdty,LHG99 Comdty,LCF79 Comdty,HGF96 Comdty,GCF82 Comdty,SIF82 Comdty,PLU95 Comdty,PAX95 Comdty,O U76 Comdty,MWU86 Comdty,RRN03 Comdty,FCJ83 Comdty,LAQ04 Comdty,LNQ04 Comdty,LXQ04 Comdty,LLF05 Comdty,LPN04 Comdty,JON81 Comdty,ECH18 Curncy,CDH08 Curncy,ADH08 Curncy,JYH08 Curncy,SFH08 Curncy,BPH08 Curncy,NVM18 Curncy,,,BRZ02 Curncy,RAM04 Curncy,RUZ13 Curncy,PEF06 Curncy,DXH08 Curncy
,SPU03 Index,IBJ99 Index,HIK99 Index,EOG96 Index,ESZ8 Index,VGZ9 Index,Z M09 Index,CFF96 Index,GXH12 Index,SMH99 Index,NKH10 Index,TPU11 Index,XPJ13 Index,UXV11 Index,TYU03 Comdty,FVU09 Comdty,TUZ11 Comdty,CNH11 Comdty,RXH12 Comdty,OEH13 Comdty,DUU18 Comdty,G M04 Comdty,,,JBH07 Comdty,EDF00 Comdty,ERG06 Comdty,L V02 Comdty,BAV02 Comdty,XMH09 Comdty,YMU10 Comdty,CLN90 Comdty,COV95 Comdty,NGN97 Comdty,QSU96 Comdty,HOQ93 Comdty,XBWG94 Comdty,W N76 Comdty,C U76 Comdty,S H72 Comdty,KWH87 Comdty,SMU70 Comdty,BOQ70 Comdty,CTV77 Comdty,CCH77 Comdty,KCH89 Comdty,SBF78 Comdty,LHJ99 Comdty,LCG79 Comdty,HGG96 Comdty,GCG82 Comdty,SIG82 Comdty,PLV95 Comdty,PAZ95 Comdty,O Z76 Comdty,MWZ86 Comdty,RRU03 Comdty,FCK83 Comdty,LAU04 Comdty,LNU04 Comdty,LXU04 Comdty,LLG05 Comdty,LPQ04 Comdty,JOU81 Comdty,ECJ18 Curncy,CDM08 Curncy,ADM08 Curncy,JYM08 Curncy,SFM08 Curncy,BPM08 Curncy,NVU18 Curncy,,,BRF03 Curncy,RAN04 Curncy,RUF14 Curncy,PEG06 Curncy,DXM08 Curncy
,SPZ03 Index,IBK99 Index,HIM99 Index,EOH96 Index,ESH9 Index,VGH0 Index,Z U09 Index,CFG96 Index,GXM12 Index,SMM99 Index,NKM10 Index,TPZ11 Index,XPK13 Index,UXX11 Index,TYZ03 Comdty,FVZ09 Comdty,TUH12 Comdty,CNM11 Comdty,RXM12 Comdty,OEM13 Comdty,DUZ8 Comdty,G U04 Comdty,,,JBM07 Comdty,EDG00 Comdty,ERH06 Comdty,L X02 Comdty,BAX02 Comdty,XMM09 Comdty,YMZ10 Comdty,CLQ90 Comdty,COX95 Comdty,NGQ97 Comdty,QSV96 Comdty,HOU93 Comdty,XBWH94 Comdty,W U76 Comdty,C Z76 Comdty,S K72 Comdty,KWK87 Comdty,SMV70 Comdty,BOU70 Comdty,CTZ77 Comdty,CCK77 Comdty,KCK89 Comdty,SBH78 Comdty,LHM99 Comdty,LCJ79 Comdty,HGH96 Comdty,GCH82 Comdty,SIH82 Comdty,PLX95 Comdty,PAF96 Comdty,O H77 Comdty,MWH87 Comdty,RRX03 Comdty,FCQ83 Comdty,LAV04 Comdty,LNV04 Comdty,LXV04 Comdty,LLH05 Comdty,LPU04 Comdty,JOX81 Comdty,ECK18 Curncy,CDU08 Curncy,ADU08 Curncy,JYU08 Curncy,SFU08 Curncy,BPU08 Curncy,NVZ8 Curncy,,,BRG03 Curncy,RAQ04 Curncy,RUG14 Curncy,PEH06 Curncy,DXU08 Curncy
,SPH04 Index,IBM99 Index,HIN99 Index,EOJ96 Index,ESM9 Index,VGM0 Index,Z Z09 Index,CFH96 Index,GXU12 Index,SMU99 Index,NKU10 Index,TPH12 Index,XPM13 Index,UXZ11 Index,TYH04 Comdty,FVH10 Comdty,TUM12 Comdty,CNU11 Comdty,RXU12 Comdty,OEU13 Comdty,DUH9 Comdty,G Z04 Comdty,,,JBU07 Comdty,EDH00 Comdty,ERJ06 Comdty,L Z02 Comdty,BAZ02 Comdty,XMU09 Comdty,YMH11 Comdty,CLU90 Comdty,COZ95 Comdty,NGU97 Comdty,QSX96 Comdty,HOV93 Comdty,XBWJ94 Comdty,W Z76 Comdty,C H77 Comdty,S N72 Comdty,KWN87 Comdty,SMZ70 Comdty,BOV70 Comdty,CTH78 Comdty,CCN77 Comdty,KCN89 Comdty,SBK78 Comdty,LHN99 Comdty,LCM79 Comdty,HGJ96 Comdty,GCJ82 Comdty,SIJ82 Comdty,PLZ95 Comdty,PAG96 Comdty,O K77 Comdty,MWK87 Comdty,RRF04 Comdty,FCU83 Comdty,LAX04 Comdty,LNX04 Comdty,LXX04 Comdty,LLJ05 Comdty,LPV04 Comdty,JOF82 Comdty,ECM18 Curncy,CDZ08 Curncy,ADZ08 Curncy,JYZ08 Curncy,SFZ08 Curncy,BPZ08 Curncy,NVH9 Curncy,,,BRH03 Curncy,RAU04 Curncy,RUH14 Curncy,PEJ06 Curncy,DXZ08 Curncy
,SPM04 Index,IBN99 Index,HIQ99 Index,EOK96 Index,ESU9 Index,VGU0 Index,Z H10 Index,CFJ96 Index,GXZ12 Index,SMZ99 Index,NKZ10 Index,TPM12 Index,XPN13 Index,UXF12 Index,TYM04 Comdty,FVM10 Comdty,TUU12 Comdty,CNZ11 Comdty,RXZ12 Comdty,OEZ13 Comdty,DUM9 Comdty,G H05 Comdty,,,JBZ07 Comdty,EDJ00 Comdty,ERK06 Comdty,L F03 Comdty,BAF03 Comdty,XMZ09 Comdty,YMM11 Comdty,CLV90 Comdty,COF96 Comdty,NGV97 Comdty,QSZ96 Comdty,HOX93 Comdty,XBWK94 Comdty,W H77 Comdty,C K77 Comdty,S Q72 Comdty,KWU87 Comdty,SMF71 Comdty,BOZ70 Comdty,CTK78 Comdty,CCU77 Comdty,KCU89 Comdty,SBN78 Comdty,LHQ99 Comdty,LCQ79 Comdty,HGK96 Comdty,GCK82 Comdty,SIK82 Comdty,PLF96 Comdty,PAH96 Comdty,O N77 Comdty,MWN87 Comdty,RRH04 Comdty,FCV83 Comdty,LAZ04 Comdty,LNZ04 Comdty,LXZ04 Comdty,LLK05 Comdty,LPX04 Comdty,JOH82 Comdty,ECN18 Curncy,CDH09 Curncy,ADH09 Curncy,JYH09 Curncy,SFH09 Curncy,BPH09 Curncy,NVM9 Curncy,,,BRJ03 Curncy,RAV04 Curncy,RUJ14 Curncy,PEK06 Curncy,DXH09 Curncy
,SPU04 Index,IBQ99 Index,HIU99 Index,EOM96 Index,ESZ9 Index,VGZ0 Index,Z M10 Index,CFK96 Index,GXH13 Index,SMH00 Index,NKH11 Index,TPU12 Index,XPQ13 Index,UXG12 Index,TYU04 Comdty,FVU10 Comdty,TUZ12 Comdty,CNH12 Comdty,RXH13 Comdty,OEH14 Comdty,DUU9 Comdty,G M05 Comdty,,,JBH08 Comdty,EDK00 Comdty,ERM06 Comdty,L G03 Comdty,BAG03 Comdty,XMH10 Comdty,YMU11 Comdty,CLX90 Comdty,COG96 Comdty,NGX97 Comdty,QSF97 Comdty,HOZ93 Comdty,XBWM94 Comdty,W K77 Comdty,C N77 Comdty,S U72 Comdty,KWZ87 Comdty,SMH71 Comdty,BOF71 Comdty,CTN78 Comdty,CCZ77 Comdty,KCZ89 Comdty,SBU78 Comdty,LHV99 Comdty,LCV79 Comdty,HGM96 Comdty,GCM82 Comdty,SIM82 Comdty,PLG96 Comdty,PAJ96 Comdty,O U77 Comdty,MWU87 Comdty,RRK04 Comdty,FCX83 Comdty,LAF05 Comdty,LNF05 Comdty,LXF05 Comdty,LLM05 Comdty,LPZ04 Comdty,JOK82 Comdty,ECQ18 Curncy,CDM09 Curncy,ADM09 Curncy,JYM09 Curncy,SFM09 Curncy,BPM09 Curncy,NVU9 Curncy,,,BRK03 Curncy,RAX04 Curncy,RUK14 Curncy,PEM06 Curncy,DXM09 Curncy
,SPZ04 Index,IBU99 Index,HIV99 Index,EON96 Index,ESH0 Index,VGH1 Index,Z U10 Index,CFM96 Index,GXM13 Index,SMM00 Index,NKM11 Index,TPZ12 Index,XPU13 Index,UXH12 Index,TYZ04 Comdty,FVZ10 Comdty,TUH13 Comdty,CNM12 Comdty,RXM13 Comdty,OEM14 Comdty,DUZ9 Comdty,G U05 Comdty,,,JBM08 Comdty,EDM00 Comdty,ERN06 Comdty,L H03 Comdty,BAH03 Comdty,XMM10 Comdty,YMZ11 Comdty,CLZ90 Comdty,COH96 Comdty,NGZ97 Comdty,QSG97 Comdty,HOF94 Comdty,XBWN94 Comdty,W N77 Comdty,C U77 Comdty,S X72 Comdty,KWH88 Comdty,SMK71 Comdty,BOH71 Comdty,CTV78 Comdty,CCH78 Comdty,KCH90 Comdty,SBV78 Comdty,LHZ99 Comdty,LCZ79 Comdty,HGN96 Comdty,GCN82 Comdty,SIN82 Comdty,PLJ96 Comdty,PAK96 Comdty,O Z77 Comdty,MWZ87 Comdty,RRN04 Comdty,FCF84 Comdty,LAG05 Comdty,LNG05 Comdty,LXG05 Comdty,LLN05 Comdty,LPF05 Comdty,JON82 Comdty,ECU18 Curncy,CDU09 Curncy,ADU09 Curncy,JYU09 Curncy,SFU09 Curncy,BPU09 Curncy,NVZ9 Curncy,,,BRM03 Curncy,RAZ04 Curncy,RUM14 Curncy,PEN06 Curncy,DXU09 Curncy
,SPH05 Index,IBV99 Index,HIX99 Index,EOQ96 Index,ESM0 Index,VGM1 Index,Z Z10 Index,CFN96 Index,GXU13 Index,SMU00 Index,NKU11 Index,TPH13 Index,XPV13 Index,UXJ12 Index,TYH05 Comdty,FVH11 Comdty,TUM13 Comdty,CNU12 Comdty,RXU13 Comdty,OEU14 Comdty,DUH0 Comdty,G Z05 Comdty,,,JBU08 Comdty,EDN00 Comdty,ERQ06 Comdty,L J03 Comdty,BAJ03 Comdty,XMU10 Comdty,YMH12 Comdty,CLF91 Comdty,COJ96 Comdty,NGF98 Comdty,QSH97 Comdty,HOG94 Comdty,XBWQ94 Comdty,W U77 Comdty,C Z77 Comdty,S F73 Comdty,KWK88 Comdty,SMN71 Comdty,BOK71 Comdty,CTZ78 Comdty,CCK78 Comdty,KCK90 Comdty,SBH79 Comdty,LHG00 Comdty,LCF80 Comdty,HGQ96 Comdty,GCQ82 Comdty,SIQ82 Comdty,PLM96 Comdty,PAM96 Comdty,O H78 Comdty,MWH88 Comdty,RRU04 Comdty,FCH84 Comdty,LAH05 Comdty,LNH05 Comdty,LXH05 Comdty,LLQ05 Comdty,LPG05 Comdty,JOU82 Comdty,ECV18 Curncy,CDZ09 Curncy,ADZ09 Curncy,JYZ09 Curncy,SFZ09 Curncy,BPZ09 Curncy,NVH0 Curncy,,,BRN03 Curncy,RAF05 Curncy,RUN14 Curncy,PEQ06 Curncy,DXZ09 Curncy
,SPM05 Index,IBX99 Index,HIZ99 Index,EOU96 Index,ESU0 Index,VGU1 Index,Z H11 Index,CFQ96 Index,GXZ13 Index,SMZ00 Index,NKZ11 Index,TPM13 Index,XPX13 Index,UXK12 Index,TYM05 Comdty,FVM11 Comdty,TUU13 Comdty,CNZ12 Comdty,RXZ13 Comdty,OEZ14 Comdty,DUM0 Comdty,G H06 Comdty,,,JBZ08 Comdty,EDQ00 Comdty,ERU06 Comdty,L K03 Comdty,BAK03 Comdty,XMZ10 Comdty,YMM12 Comdty,CLG91 Comdty,COK96 Comdty,NGG98 Comdty,QSJ97 Comdty,HOH94 Comdty,XBWU94 Comdty,W Z77 Comdty,C H78 Comdty,S H73 Comdty,KWN88 Comdty,SMQ71 Comdty,BON71 Comdty,CTH79 Comdty,CCN78 Comdty,KCN90 Comdty,SBK79 Comdty,LHJ00 Comdty,LCG80 Comdty,HGU96 Comdty,GCU82 Comdty,SIU82 Comdty,PLN96 Comdty,PAQ96 Comdty,O K78 Comdty,MWK88 Comdty,RRX04 Comdty,FCJ84 Comdty,LAJ05 Comdty,LNJ05 Comdty,LXJ05 Comdty,LLU05 Comdty,LPH05 Comdty,JOX82 Comdty,ECX8 Curncy,CDH10 Curncy,ADH10 Curncy,JYH10 Curncy,SFH10 Curncy,BPH10 Curncy,NVM0 Curncy,,,BRQ03 Curncy,RAG05 Curncy,RUQ14 Curncy,PEU06 Curncy,DXH10 Curncy
